"","RNA.g0","RNA.g1","RNA.g2","RNA.g3","RNA.g4","RNA.g5","RNA.g6","RNA.g7","RNA.g8","RNA.g9","RNA.g10","RNA.g11","RNA.g12"
"CTC-340I23.2",0.00334063461034864,0.00421657643584909,0.0068993434534468,0.00138218962295999,0.00126661626378348,0.00355599652982408,0,0.0020254177778615,0,0.0161016612399119,0,0,0
"CTB-120L21.1",0.00186845508692364,0.0022084627313481,0.000901241424011919,0.000233263022385252,0.0163656829304106,0.000421102667441159,0.0014619665028387,0,0,0,0,0,0
"CTB-4E7.1",0.00287394476852228,0.00696537654788453,0.00952707852971545,0.00601559255834835,0.00835944023316168,0.00607002094208786,0.0047519731870276,0.00184312159921026,0.000430065223261695,0.0095449995045776,0.00109438825064774,0,0.37262367781908
"CTC-248O19.1",0.000372401821609248,0.00145079519408649,0.0040420220604279,0.0130119914551327,0,0.00933513387133703,0,0,0.00998879112555659,0,0.0304719312941667,0.0183061669815327,0
"CTB-47B11.3",0.0452014449605062,0.0298786371022521,0.00358097279197258,0.00421578056870445,0,0.00746445193572036,0,0.00136243271626031,0.00746939258372615,0,0.000720469140685649,0,0
"CTC-436K13.1",0.00603913229287788,0.00476388638360228,0.0029458798314168,0.0047659551993,0.00320713448297238,0.00394413811345897,0.00555637219793312,0.0228697757982124,0.00157429069938966,0.0182289805122942,0.00273068539881813,0.0287822793262644,0
"RP11-524N5.1",0.00318220910168023,0.00330390566419066,0.00183078749303423,0.00384977639903231,0.00500562996461446,0.00409626951575556,0.000652066633906839,0.00547233774404373,0.00104723358587022,0,0,0,0.0548209547617481
"RP11-542A14.1",0.000949705922361927,0.000519170389033493,0.00227474651658574,0.00187508117567263,0.00174531750737457,0.000802137407421311,0,0.00208960868942877,0.000346553434259628,0,0.00135043901237654,0,0
"RP11-32D16.1",0.0036009457435982,0.00556814569135245,0.00751432556935418,0.00717373539530424,0.00183296370605453,0.000959651001216127,0.00755136988576177,0.00476367914713845,0.00338941773098491,0.00629283361516357,0.00962890070086801,0,0
"RP11-175K6.1",0.00014930088368207,0.00139758195044059,0.00240808155465982,0.00696888105603723,0.000691611670282989,0.0101551263076876,0.0291950621826586,0.20168225884233,0,0.0019665927031151,0.00520182095298405,0,0
"AC008697.1",0.0339253734736437,0.0248240701951631,0.0375799565276752,0.374011903833733,3.74075870994825,0.0342778453182001,0.0345549550915986,0.0230923156703265,0.0147413790690124,0.0427568851284964,1.27998560847414,0.438412894414272,0.20826419470675
"AC008703.1",0,0,0,8.44180696506648e-05,0.00508927544136834,0,0,0,0,0,0,0,0
"AC011343.1",0.00510731459496901,0.00772457120684245,0.00693704044722769,0.0140340072424659,0.012543617299081,0.0101004817000621,0.00531784484226513,0.00454671885891284,0.0232713335735741,0.00858553222753174,0.0165100936683416,0,0
"CTB-127C13.1",0.000451963824195165,0.00147978631142102,0.00324215717836436,0.00119056804586425,0.000763444797291664,0.000751936529208716,0.0017343395778208,0,0,0.0497747081638944,0,0,0.0450243581777742
"MIR3142HG",0.000412930465113262,0.000487628410300111,0.000910280761027445,0.00714276825235917,0.158341584545827,0.00742162823976137,0.00612841829325349,0.00127109977968028,0.00708311799595786,0.00358104752085871,0.00434055722388531,0,0.0737495759399383
"CTC-348L5.1",0.0104888283016582,0.0127143212164309,0.0018446411443196,0.0118184402673673,0.0063747913524357,0.00414219387401421,0.00106906959300948,0.00154121129652397,0,0,0.00445679262588877,0,0
"LINC01202",0.00149607925616765,0.002635247780071,0.00294497195274556,0.0223834037338372,0.000431696187419,0.00107763683724796,0,0.00393192764831713,0.0155278476648141,0,0.0464294836376514,0.0184080700979309,0
"RP11-167P20.1",1.03693136158608,1.31856470201224,0.79565377912845,0.290551830696611,0.324370643894261,0.379979566308012,0.0706815817084791,0.0686090271206642,0.178885830905553,1.45420240623584,0.268833960034488,0.083228760609742,0.422117528513774
"CTC-207P7.1",0.000180084428948168,0.000245313469442654,0.00206815553457371,0.00330233756804084,0.00110387256569861,0.000346151172801712,0,0,0,0.0050707232010304,0.00264091597529687,0,0
"CTC-340A15.2",0.0718844670565829,0.598697944468202,0.0461594860489027,6.97625637353415,0.0397350714490892,0.0345265588063702,0.0318901010393335,0.0193846262179228,0.0355632120922211,0.0564456549255641,0.1864058914869,0.0615765924378782,0.119736609906083
"CTD-2313P7.1",0.000369513648200596,0.00586984946420588,0.00182921336289371,0.035220570838183,0.000580835956533722,0,0,0,0,0,0.00136606003355726,0,0
"CTB-181F24.1",0,0.000880102521544252,0.000198331960776999,0.00219079669914525,0.000389074734758999,0,0,0,0,0,0,0,0
"CTC-535M15.2",0.0332999123987008,0.259303395194803,0.0236595443097203,3.32374399548635,0.0323876429918115,0.0190363640345514,0.0198953712433788,0.0212493616463375,0.0144570012072459,0.041537591942089,0.137540944840202,0.0714951540340077,0.0514189046744926
"RP11-67M9.1",0.00277672387802533,0.00780517130937592,0.000305186165850065,0.0972712413423465,0.00423130486839061,0.00183303006406398,0.00716113642672881,0.0182259224595962,0.000839375155704091,0,0.00391618185369111,0.0170238265476361,0
"CTB-7E3.1",0.00165139610320308,0.002244447455764,0.00196627785945568,0.00702985439342856,0.00107280067819804,0.00263504006567266,0,0.000754898099702563,0.00367308270494336,0.00183598317725334,0,0.0294318476136658,0
"CTB-78F1.1",0.000185054043552987,0.000647343649323648,0.00750140723941517,0.0313814105235282,0,0.000679526571119794,0,0,0,0,0.00135292311620729,0,0
"CTB-178M22.1",0.00227827592599525,0.00493997177611955,0.0183946918208396,0.0740947381869538,0.00164015767286041,0.00516144550039717,0.00418960297124072,0,0.00110072285470449,0,0.0148480865032957,0,0
"CTB-178M22.2",0,0.000295055513441744,0.0170888064242621,0.00193166266747844,0,0.0057234189121789,0.00285153754904645,0.000839673921029507,0,0,0,0,0
"CTB-174D11.1",0.000522355406670804,0.00173675257078584,0.00144597857445495,0.00642540740446095,0.00145333941819844,0.00209754017892936,0,0.0177053668050198,0.0128942040007026,0.00239728933700087,0.00602659813808909,0.10124474428548,0.0212599948550812
"CTB-147C13.1",0,0,0,0.00163477501896391,0.0460906061080969,0.000573073061886962,0,0,0,0,0,0,0.037141031926431
"CTC-265N9.1",0.00109882699395528,0.000969454258101789,0.0055130866968974,0.0107066273340936,0.00728490013502722,0.0589939953477908,0,0,0.00263422051373193,0,0,0,0
"RP11-779O18.3",0.00715438942542756,0.00486524052664049,0.0113863727022087,0.00527988951358455,0.0669532360013047,0.0207239929429054,0.0864096162438822,0.049686803532293,0.00399371587901947,0.03342392693935,0.0053214813301149,0.0937198712388754,0
"CTC-308K20.1",0.00143813950657119,0.0044410640264374,0.0063790196636887,0.00425892275257423,0.00797851116238756,0.000911536810955651,0.00200785311510379,0.00087946849145825,0.000428671229357498,0.00335825494326732,0.00462035871616366,0,0
"CTB-164N12.1",0.00116901553809089,0.00103735447690485,0.00292463637168274,0.0010560910523584,0.00362893345247363,0.00152984507102705,0,0,0.00363453633383573,0.00200837976372617,0.00239669464602379,0,0
"LINC01484",0.00539830566153787,0.0544824272060004,0.00344417177467398,0.0109574701041964,0.00405269769324325,0.00223116296985772,0.00282576050228093,0.00212066768798022,0.00346960312565539,0.00266608652623856,0.00337153939879151,0,0
"LINC01485",0.000559074615836131,0.000898563429644337,0.0353890765095354,0.00457288520747666,0.00393436745500207,0.00724760524624357,0.00165706758170782,0,0.00696240677135635,0.0240427975762207,0,0,0
"LINC01411",1.01931543520026,0.575541407465308,0.117506009215409,0.0880708014364626,0.0159202245425454,0.169305769108899,0.00969532685971188,0.0142303526177089,0.144341188112534,0.0138479135937042,0.0577954769920274,0.0201638921151116,0.512325763054385
"CTD-2532K18.1",0.00115767384582313,0.00231587646963763,0.00704076928707738,0.0484234909681907,0.00521600033111681,0.117021038912643,0.00326364732274533,0.00268783823084337,0.00334275469916915,0.00971146433195966,0.0134027971425592,0.0201463430358121,0
"CTC-281M20.1",0.00244649088807706,0.00416339607028637,0.0135682008154468,0.0189059154577702,0.00172127816746273,0.00152468953365979,0.00119604720750486,0,0.00536097866522913,0.00593079421044593,0.00367124464768981,0,0
"RP11-826N14.2",0.000258961398022788,0,0,0.0115770858776285,0.00131867737714015,0.000980647230402696,0,0.002674559832866,0.0139718606244071,0,0.00134467115737254,0,0
"RP11-844P9.1",0.00025773169306011,0.000499240137695393,0.000738887610613323,0.007823016891419,0.000430333725094812,0,0,0.00363088034687978,0.00148013072514564,0.00174873662522511,0,0.0982741523193315,0
"RP11-843P14.2",0.00848119698430899,0.00865733408109868,0.0131429270989581,0.0152028665006757,0.0121994233054461,0.0107758481813245,0.00512845563820627,0.00353096236471648,0.00602038576694642,0.015958565865854,0.00346352184387143,0.0212856534695615,0.0582893248930391
"LINC01574",0.000782120486952972,0.000695407874103358,0.000520230404001832,0.0174080072403295,0.00175653994148618,0.00766922500856907,0,0.00999264509942123,0.00784449570053475,0.0100270472510916,0.0227765673794537,0,0
"PRR7-AS1",0.0615350399018922,0.0523060962939471,0.0300203784553889,0.0154952216886562,0.00843421325188112,0.0186294374843714,0.00908269301530483,0.00123537547075527,0.0101769623944122,0.0363219517092916,0.0125969798739067,0,0.100805623868318
"RP11-1277A3.3",0.00995571542006725,0.0123914874021109,0.00959992972119499,0.00946558852439917,0.00536762595280826,0.00816199364000465,0.0115678002986284,0.00446090219962627,0.000562675399989062,0.00953894145511106,0.00543253333377683,0,0
"RP11-1277A3.1",0.0208615942333037,0.0250761998896225,0.034938284587396,0.0254297263400904,0.0667122842699026,0.0224784663540117,0.0112443718092069,0.0149800047367363,0.0261541098926605,0.0460952631971863,0.0190668954194981,0.103733207540804,0.072416248309456
"RP11-1101H11.1",0.00250286953409108,0.00233093838694938,0.00624793272859567,0.017050993596489,0.000846639185323137,0.00169865907838896,0.00100494715384897,0.00112736012842887,0.00931853943757032,0.00828501361311625,0.00656080047149121,0.0294318476136658,0.025800792084317
"RP11-1026M7.2",0.000572250545484996,0.000530847811265823,0.00187194026141726,0.0208703686166878,0.00171201582694678,0.00314251482967007,0,0,0.0147525241993423,0.00218987149396099,0.00160342285884523,0,0
"RP11-1252I4.2",0.0406319944885555,0.0413663083308487,0.0399360465971769,0.14591460708271,0.100465803597412,0.0312174970229356,0.0401735086536364,0.0258515613305137,0.0994807390108062,0.0327668502464321,0.0701469638190389,0.372709949720356,0.132186073795186
"RP11-281O15.8",0.00608734169471182,0.00490197213865558,0.00355824575049054,0.00311090023775125,0.00132960741878392,0.002328099360601,0,0.00113991096155479,0.00430021779899051,0,0.000618568205124145,0.0225395795016048,0.0254918005623491
"RP11-281O15.4",0.0544471884791509,0.0578803717396832,0.0707713192412699,0.130739895540023,0.0364811904033554,0.0938979597870302,0.0272696732542311,0.0771667025434822,0.0646311189783116,0.0937470956415351,0.124620698218557,0.0633809741554505,0
"RP11-798K23.4",0.00330927916507893,0.00300770997614948,0.00250950069931939,0.00649565167861763,0.0044163107210664,0.0033952236021338,0.00195191126913173,0.00168732458151819,0.00565036368846871,0.00287360202853314,0.000976497177679032,0.0201638921151116,0.0450243581777742
"RP11-1379J22.2",0.0482903378490403,0.0411346920653318,0.0640841281462888,0.0457653803246962,0.0855536471289179,0.0493591446702202,0.0421077544780872,0.0606092461482513,0.0191237446415867,0.124643598609913,0.026014179803934,0.0427993026848009,0.0664103228205792
"RP11-1379J22.5",0.000742130335209299,0.00209562775255321,0.00283091361791771,0.0274687350146352,0.00493009626808534,0.0097092343472748,0.00850067760496227,0.00814112243072059,0.0279911943957005,0.00214269996051004,0.0572913973439037,0.0390302433258307,0
"CTC-241N9.1",0.020654224623989,0.0234024325090089,0.035778416626544,0.0178188530170897,0.0133398122887814,0.0155673918947762,0.0137548094073587,0.025512231408869,0.00697467647524752,0.0266310404326053,0.00232714083453239,0.0596416381259608,0
"CTB-129O4.1",0.0576258319670561,0.0503249775439376,0.0914972987832612,0.0733215491718418,0.0573073837790756,0.0457870390708872,0.0233513408356468,0.0193088699239238,0.0620827364253686,0.124360913281977,0.0634314232859601,0.0584792166054489,0.029082871642746
"LINC00847",0.0825872313437159,0.122892208570372,0.0359153056681586,0.0240629259341162,0.101120319279315,0.0464694037917024,0.0814862647103579,0.0542875094067512,0.0240026914591686,0.0373295912543452,0.0331628184232304,0,0.0541029823845989
"CTC-338M12.5",0.0302541822675938,0.0503696074931384,0.0440211072435667,0.0199766453915784,0.0141251094002897,0.0239306475482861,0.0117566984482878,0.00666160700485987,0.0228487702776362,0.0209906033617927,0.014908428589332,0.0186153181730182,0
"CTC-338M12.6",0.00793620746820957,0.00784075005260686,0.020992259831136,0.0112766519204662,0.00210098158327727,0.00602398752734886,0.00424081186298313,0.00129898808827923,0.00995489528596771,0.00466949682871005,0.0293362105442408,0,0
"AC138035.2",0.0677597486024213,0.0711329260303342,0.0984554816424717,0.0546356683413964,0.165102000289469,0.0588049529359952,0.0262708294739959,0.0327458379633544,0.0261378655941074,0.11205091916842,0.0769209353763282,0.0328575559235602,0.113172988620102
"AC138035.1",0.00943976464972888,0.0071400888803363,0.00632005506174674,0.010696371623062,0.00699022843783845,0.00811516878489794,0.00383119938954492,0.00490480847055623,0.00673306371808484,0.00435157228758394,0.00555377080660214,0,0
"RP11-532F6.3",0,0.000470459476212487,0.000315687656107546,0.00282446264902909,0.00896467914633745,0,0.0191897511488469,0.020702066099778,0.000566825270045478,0.00259501518343384,0.0107693184092624,0,0
"RP11-532F6.4",0.0143729993371232,0.0351093791284045,0.0530031482197819,0.120020174563724,0.0113318455184045,0.0130384132378195,0.0347323715186576,0.0106021330359982,0.121720305339185,0.0529229158898967,0.121084948920905,0.0774262581387397,0
"RP11-532F6.5",0.00733493528531558,0.0167980273310384,0.027792897391317,0.061852871792717,0.00335771715085956,0.0116219726712949,0.0175688091176783,0.0137203255088564,0.0693692765651797,0.0528812233909262,0.0980989845893311,0.0449217662273565,0
"RP11-157J24.2",0.00440586483809405,0.00213214237773145,0.0113175006755067,0.000660583877855077,0.00125772467396486,0.00377456180957492,0.003386101121914,0,0,0,0,0,0
"GMDS-AS1",1.81868076385861,1.85343476950408,2.52367025678192,1.58945274335148,3.09563271472122,1.99892150668803,2.81079714961136,2.15954257411757,1.03936723823277,2.65902242660676,2.89710208560886,0.451869265042773,2.14789346037709
"LINC01600",0.00577256646373841,0.0224443677045309,0.143382265359177,0.0337720370896646,0.00331814197987053,0.077714157646497,0.0222760560169425,0.0259845425762276,0.0088326516295057,0.0846292673144658,0.0334649803988244,0.056587232596877,0
"SERPINB9P1",0.00334171673147799,0.00457524572320665,0.0486677821140165,0.0103539037409985,0.28003945954856,0.0128302694511613,0.0586279436685028,0.0438544085849453,0.0016011376602639,0.0150623445664336,0.0096885946601845,0.0472411186696901,0.0691087885569113
"LINC01011",0.00152243044909596,0.000366827434177082,0.000258742501609961,0.0339742892767809,0,0.00184986082596378,0,0.00135902876194111,0.0105877727371977,0,0.00848340316019701,0.0318296983817781,0
"RP1-90J20.8",0.00148392696624456,0.00134050672501265,0.0029031087054376,0.00552240704596077,0.00432335299200481,0.00821331962138799,0.000868276694776256,0.00854771214837717,0.0032538941722474,0.00956816721034892,0.000645397547463504,0,0
"RP1-40E16.12",0.0138930722357229,0.0118468053600245,0.0113992777262375,0.00711712492069447,0.00259754083398608,0.0107753071956125,0.00667693758107816,0.00502386633984297,0.00750573138472151,0.0118676020658521,0.00570411805909594,0,0
"RP1-40E16.11",0.00696435765304387,0.0122851685346501,0.0259979846923852,0.0310000538413282,0.0164104973156172,0.0213517502463955,0.00376546932863813,0.0126716109749769,0.00890895045894823,0.0746647220427092,0.022621792540878,0,0
"RP1-40E16.9",0.00946786658124844,0.0288453222854308,0.0300508401668475,0.0416804381230749,0.000486881773955691,0.00567360755119696,0.000967411205678781,0,0.0100563542651932,0.00246606509474745,0.0233737366546956,0,0.0343030814458063
"RP11-506K6.4",0.000459627619888346,0.000491734128595594,0.000567456730998669,0.00025265076920214,0.000483858200128784,0.00188725291433932,0.00060708271259126,0,0,0,0.00264091597529687,0,0
"RP1-223B1.1",1.31944204513246,1.92919149102516,0.0260959110662394,0.0231426427808251,0.00970583786635516,0.0611201229112178,0.23438142761888,0.084931447480273,0.00141130890291761,0.0390480043248659,0.00704531035169779,0,0.700692529111007
"RP11-420L9.5",0.000690576922485196,0.00134014176362423,0.0116238093525555,0.00242621367443664,0.0162332467240061,0.0314059823631766,0.0585070127388369,0.0212610359728666,0,0.0255369219821594,0,0,0
"RP3-406P24.3",0.0213824514017878,0.0175268923756233,0.02935687804102,0.0191910956908526,0.0126010266898945,0.0201905985610568,0.0145321058793878,0.00282572084138664,0.0158610511608235,0.0577655551495174,0.0430383861302815,0,0
"RP3-400B16.1",0.00119929994649644,0.00215648338502877,0.00660872101495238,0.00260222771103336,0.00377241479367789,0.00204201960176486,0.0128972334780865,0.00198020024438763,0.00118426630023851,0,0.00493065525674911,0,0
"RP11-428J1.5",0.0169688184636372,0.0132994228524733,0.00982456010389056,0.0105667417429078,0.0363082064035878,0.00636310750536801,0.0117528225398183,0.00985144365499236,0.00210585949731325,0.00664263791681937,0.00292730352529633,0.0123440331412602,0
"RP11-428J1.4",0.0315060886925624,0.0291578822420531,0.0206907278918161,0.0318333306915352,0.0287204315022527,0.0310593429472737,0.0112041258676021,0.0180047568998988,0.0211890220072738,0.0296333704931552,0.0244515730900025,0,0
"RP1-256G22.2",0.0120488223319696,0.0113710175603594,0.00778145850795489,0.0133410173543619,0.0273863747774873,0.0218928239995557,0.0189656023565024,0.00988047360797066,0.00834676391583197,0.029198554437787,0.00518922312306411,0.0184080700979309,0.0357327901949224
"RP3-380B8.4",0.0147750293785198,0.0243260593343689,0.0127178878936848,0.0405519715025668,0.0153446279250604,0.0259338593346044,0.00951724010232431,0.0126014496872887,0.0511522262768558,0.00332589330999887,0.0482343388104825,0.0449587728053375,0.0357327901949224
"LY86-AS1",0.00266378893000244,0.00219642632275759,0.0054049984809515,0.0266608270635326,0.176952010067883,0.00335269296570559,0,0.00556537938610375,0.00368049382138647,0,0.00262606046377906,0,0
"RP1-80N2.2",0.00130797003530645,0.000867669976361999,0.00216974565820547,3.14977208138977e-05,0.0326862183796836,0,0.00196438179483325,0.00165240558030584,0,0,0,0.0158712020213563,0
"RP11-69L16.4",0.0498366077638626,0.0358816421012504,0.0496271572664623,0.0408815374813099,0.106379799922726,0.048653022714114,0.05665119224976,0.0373372794246637,0.0362720312565043,0.0635953916890444,0.0259282532996015,0.122647313750794,0.0586437796138346
"RP11-354I10.1",0.00100272446396995,0.00057696662467375,0.00544708136650111,0.00399930842972765,0.00091340488658527,0.00124862463995909,0,0.000879201958932301,0.000608921540885702,0.00403883746102522,0.0126641963735406,0,0
"TFAP2A-AS1",0,0,0.000751737829928337,0.00341305516099267,0.00114340663141544,0.00056568124992929,0,0.00378208263672002,0,0,0,0,0
"MIR5689HG",0.00118766272906181,0.00471282411197218,0.00297637817980786,0.00256144041879689,0.00320752711887819,0.0029872320735588,0.000526515588283765,0.0138541726188805,0.0122254900272155,0,0.00141429012889133,0,0
"RP11-421M1.8",0.0146181930720056,0.0233361010921364,0.0123106322151358,0.0198264315763121,0.00763107402768583,0.0135527157805218,0.00551043626392062,0.00507314180944395,0.0090453623739869,0.00618678989722772,0.012980399977933,0,0
"ELOVL2-AS1",0.00540589546212842,0.0182138083072109,0.0221911222714226,0.0110630522032195,0.0059043880795973,0.00219603832884057,0.00154222598900526,0.0160722003121712,0.0163770306814133,0.00383125479703053,0.0128326651417831,0,0.0293595220269814
"RP3-510L9.1",0.217832324494921,0.22207378902023,0.154987526474486,0.266919777103231,0.216548889136752,0.214060447896699,0.42080981978921,0.245788918996804,0.251617474331025,0.130418656383541,0.215877535438382,0.553185861941673,0.207069059332268
"RP11-716O23.1",0.0059085093587423,0.00685162360744311,0.00918599317467534,0.0147659862377249,0.00473151538333001,0.0110938525723097,0.00301734923722428,0.0124133214606729,0.0166950684294156,0.0156004992783408,0.0134866074128469,0,0
"RP1-257A7.4",0.00461288892758505,0.0053202243147645,0.00380942795584652,0.000896947751237597,0.0017493508788595,0.00211165410607746,0,0,0,0.00298115996337943,0.00932331221126784,0,0
"RP1-223E5.4",0.00146882422051347,0.00138918597898985,0.00619919628697199,0.015685768017031,0.00420028090502722,0.00610943380300256,0.00777471844630222,0.00455577420345917,0.00528446970542998,0,0.0039340426217516,0,0
"RP3-500L14.2",0.000942353493240207,0.00058669037529956,0.00213444849691118,0.000290298711807756,0.00170866216536706,0,0,0,0.000855936949451758,0,0,0,0
"RP3-448I9.1",0.000319155814996608,0,0.00290823233389175,0.00323052863179199,0.00129166175758091,0.00235756876524741,0.0010916985278882,0,0.000527031331591038,0,0.00343838543397683,0,0
"RP11-146I2.1",0.019238185756196,0.0296611176681632,0.0534474880585582,0.0787850624316236,0.0330004700561633,0.0258816072424029,0.0273915397644453,0.019416446768972,0.0421991638284762,0.0203773476482123,0.020560171664835,0.0788105158422508,0.182569631455188
"RP3-467D16.3",0.00144611198497511,0.00208425421119577,0.144575937765483,0.000833809239514407,0.00138937402344889,0.000675690586889259,0.00236256314253507,0.00455068580513574,0.00491946830386572,0.0526176296187344,0.000565964715722149,0.0376392652815417,0
"RP1-151F17.2",0.0280182610364897,0.0208238443379036,0.0306523905182261,0.0521363431764949,0.00716954339992974,0.0266072344352113,0.0284232447361258,0.00224726106947389,0.0974036148063487,0.0665984465178668,0.120819838725893,0.0184080700979309,0.222148433591302
"RP1-242N11.1",0.00401402935637739,0.00479866540443387,0.0171599177827351,0.0105322518883877,0.0150708066874729,0.0199271435530276,0.0641473382057174,0.0143488045407044,0.00840861746656422,0.00221650708185095,0.00209314301210054,0,0
"RP11-686D16.1",0.000710140499925208,0.00215400654332224,0.085623502954997,0.115236479818811,0.00276545547465842,0.00129589914915855,0,0.00301462424366846,0.233551803437943,0.204807187001708,0.0628444899733821,0.0138965319814787,0
"RP4-625H18.2",0.0576499058489002,0.0690008862155459,1.49957871722946,1.16147746527709,0.0501416586336549,0.0704475917614304,0.0557317914563882,0.0415102995500587,1.99702404500986,7.81514182362119,0.730360928323655,0.122386718144679,0
"RP11-239H6.2",0.0403033216194423,0.178502282718369,0.00780598669659332,0.00853210091758385,0.0169486247312694,0.00318412421796109,0.0178924239450445,0.00734113461574238,0.00369558547135687,0.00496553824908183,0.0102918219541142,0,0.259775375746526
"RP3-348I23.2",0.0298392341205892,0.0381601182260088,0.0201000502669071,0.0229346868818901,0.0452880521662642,0.0236037109753848,0.0321442423432937,0.017120544562097,0.0173906155712552,0.0291595773706466,0.00212853221634028,0.033941548013018,0.0841804767887295
"LINC00581",0.00176284544935741,0.000604225956338632,0.00253787783964684,0.0229585526672173,0.00297012827313432,0.0074470445353064,0.00726349260436514,0,0.015568794701494,0.00462070729463503,0.00487392626997887,0,0
"RP11-204E9.1",0.000593523178482642,0,0.000917862252134674,0.0444113013622029,0.000803010840967557,0.00211046808974637,0,0,0.0497784112028766,0,0.0209409501713836,0,0
"RP11-204E9.3",0.00890661506033542,0.00826271302642048,0.0217595640721606,0.0707435309397507,0.0394153958451121,0.0862509459042221,0.0118812960989384,0.0116576077118861,0.144533317722896,0.0376911781502329,0.0380001813259912,0.138076802950158,0
"CASC15",0.115944750298189,0.167716166396336,0.480809667926388,0.929587837983849,0.183348021910176,0.513727009717866,0.0854666619525157,5.66737446992038,2.27824397066296,8.27838789795489,0.43004594156907,0.13230896497492,0.0755209655100573
"NBAT1",0.0136082917730172,0.0190501227636753,0.0476403874670511,0.0692523694966693,0.00991121824859984,0.140855732722256,0.00521840656998691,0.131955482427262,0.158992833574462,0.16388386357897,0.0216235103861461,0,0
"RP1-209A6.1",0.0173788302071131,0.0207904341326565,0.0231876653988322,0.093664289175258,0.0227409734456599,0.0157676334405882,0.0137448571231923,0.00871518806553649,0.0990030495287056,0.0716146034519868,0.0158590376746183,0,0.0343412489912258
"RP1-30M3.5",0.00829727916519257,0.0125360490113307,0.015964035445543,0.00698420721658277,0.0220369122910273,0.00492816090113791,0.0126489357286083,0.00864155663115167,0.00324344808038822,0.0152223807197783,0.0107017196888108,0,0
"RP1-30M3.6",0.00142820387813688,0.00311762564346806,0.000731515677444966,0.00037413309436666,0.00119292424143737,0,0,0,0.000867734599207706,0,0,0,0
"RP3-425P12.5",0.00127746241249015,0.000303998954243597,0.00272095882585221,0.000425445414581189,0,0.00256741671794132,0,0,0,0.0272044963701467,0,0,0
"U91328.21",0.00185082939668424,0.00129915597592803,0.00249709551017906,0.0058066646951349,0.15276422192413,0.00452371024275535,0.0973363705498681,0.0575503116099389,0,0,0.00255422635444672,0,0.151076751581962
"U91328.19",0.00280459748944115,0.00149853574417256,0.0154100692514176,0.0165848746576333,0.035564518499164,0.0212296164264581,0.0188822337204578,0.00901259695222609,0.0150754051333676,0.00310087711410049,0.00784154780511275,0,0.0744612726920728
"U91328.22",0.000109154082710895,0,0.00437095244140584,0.000548373299677252,0.0100228342875547,0.0057090674335007,0.00702526657970128,0.0016830826129319,0,0,0.000993222547303962,0,0
"RP1-221C16.8",0.0280105541929632,0.0246124062128432,0.0231022411158619,0.0209769055670216,0.0387004463281471,0.0349760969361706,0.00551808795317691,0.00274437362012006,0.0103988843519642,0.0215385935004514,0.00747411843690971,0.0163533367348274,0.0550409229261956
"HCG11",0.0112889451434273,0.0191125062916693,0.075856396543155,0.0688313079848363,0.124725765254189,0.0144567699635888,0.049837132656727,0.102900006024544,0.0802135750516378,0.0563236935173765,0.0388315111416494,0.197403156135649,0.0442656113744915
"RP11-457M11.7",0.00163945569891196,0.0012759232973973,0.000812067775080664,0.00192695962774366,0.00332395406697978,0.00523717400577433,0.00122799132546928,0.00615705120581739,0.0102931056440451,0.00159360873654556,0.00117646532874324,0,0
"RP11-457M11.5",0.073312962930743,0.11216420954548,0.048962848876325,0.0246674952826359,0.012830175494711,0.0459988962742147,0.0179854075264033,0.00917342986034418,0.0328528900194397,0.0359902306998218,0.0354289477695238,0,0.0293595220269814
"LINC00240",0.402334124483621,0.307104970885913,0.188571835429786,0.114965531745942,0.00838443240786337,0.137988402393094,0.0372881479884271,0.0173546971278135,0.0547830625517479,0.163856802182731,0.13957884923409,0.0708842814105972,0.240933516878759
"RP11-239L20.6",0.0200547617720958,0.0198451832708898,0.00724142734943093,0.00952745574465884,0,0.00679344226198572,0.00603844470684482,0.00164989956236414,0.00495622017084901,0.0121807917938962,0.0044522267916759,0,0
"RP1-86C11.7",0.00201611737613932,0.00373097055297421,0.000965951060003289,0.000691647910582128,0.00416100406876273,0,0,0,0,0,0,0,0
"RP1-153G14.4",0.00610879233990655,0.00498071949902747,0.001558615667723,0.00276229269991357,0.00189406293999612,0.00434557088757134,0,0,0.00114273536359962,0,0.00879976154165284,0,0
"LINC01012",0.00302685265145805,0.00196874479628873,0.00112235582613999,0.0626354875428452,0.00618707291309566,0.00116294818768705,0.00152355461135798,0,0.00815709144943472,0,0.0717223979895322,0,0.0550409229261956
"RP1-313I6.12",0.0631812078336666,0.064520782071166,0.0780135895089858,0.0549035687343305,0.0482644978211235,0.0384862672151911,0.017546294304879,0.0301910128617711,0.0341603722750989,0.191849680604333,0.0356914531661568,0.0820271366783865,0.0512451433926004
"ZSCAN16-AS1",0.288933991364629,0.304186692710906,0.261771867009962,0.199800822102466,0.241833636749656,0.226941540471173,0.233344926770758,0.350011906365619,0.166532032084789,0.208756215708011,0.193158947440329,0.0720564568446886,0.167786691592383
"RP1-265C24.8",0.00846211252410288,0.00593456656692144,0.00663764872129292,0.00288846659968487,0.00146716956861021,0.00486806231920117,0,0.00121825590586098,0.0114647089837868,0,0.000993222547303962,0,0
